שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501037819,ציוד משרדי עבור לשכת האוכלוסין בחיפה,03-23-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",672.65,ILS,672.65,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501038074,טונרים למדפסת לקסמרק,03-23-15,05-31-19,0041097839,"גטר גרופ בע""מ",1414.85,ILS,0,תקנה 14ב - מכרז מרכזי,537981,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501038325,עבודות אחזקת גינון,03-23-15,,0040001465,"גני קדם בע""מ",49491,ILS,0,תקנה 14ב - מכרז מרכזי,מאגר מאוחד - מינהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501038580,שי לפסח 2015,03-24-15,,0070000747,ועד עובדים ראשי י-ם - משרד הפנים הק,37825,ILS,37825,פטור ממכרז,שי לעובדים,לא בשימוש,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501038580,שי לפסח 2015,03-24-15,,0070000747,ועד עובדים ראשי י-ם - משרד הפנים הק,3400,ILS,3400,פטור ממכרז,שי לעובדים,לא בשימוש,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501038580,שי לפסח 2015,03-24-15,,0070000747,ועד עובדים ראשי י-ם - משרד הפנים הק,146625,ILS,146625,פטור ממכרז,שי לעובדים,לא בשימוש,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501038656,הזמנת 3 שרתית לפרויקט SLA,03-23-15,,0040001148,"דורקום מחשבים בע""מ",289032.73,ILS,278527.98,תקנה 14ב - מכרז מרכזי,99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501038749,סובסידיה למרכז מידע,03-24-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1568.92,ILS,1568.93,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501038939,סובסידיה למחשוב,03-25-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1186.25,ILS,1176.3399999999999,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501039034,הזמנת ציוד לגשר אלנבי,03-25-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2326.44,ILS,2326.83,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501039942,תיקון מרכזיה לאחר הצפה,03-26-15,,0040136767,תדיראן טלקום - שרותי תקשורת בישראל-,2151.14,ILS,2151.14,פטור ממכרז,תיקון מרכזיה לאחר הצפה,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040015,תשלומי מים לשנת 2015,03-26-15,12-31-15,0020000501,"מי נעם תאגיד מים וביוב אזורי בע""מ",3186,ILS,2005.94,אחר,תשלום מים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040050,תשלומי מים לשנת 2015,03-26-15,12-31-15,0020000781,"מי נתניה (2003) בע""מ",8815,ILS,8265.52,אחר,תשלום מים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501040221,הזמנת ציוד לאשכול אילת,03-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4810.72,ILS,4606.08,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040446,החזר הוצאות טיסה לאילת לביצוע תחקיר ביטחוני,03-29-15,,0040415006,רגב אליהו,478,ILS,478,"מכרז סגור עד 400,000 ש""ח-הוראת שעה",99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040815,שלוט להכוונת קהל במעליות לוועדת הערר,03-30-15,,0040003392,"רמגור השקעות בע""מ",702,ILS,708,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040824,שרותי הובלה,03-30-15,,0040509670,"מ.ש.ב. מורן הובלות בע""מ",19305,ILS,19470,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501040892,עבודת חשמל,03-30-15,,0040539534,"אליתמר החברה הישראלית לנדל""ן בע""מ",409.5,ILS,0,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501040918,קורס הכשרה,03-30-15,,0040010590,"מועב שרותי מזון בע""מ",6473.86,ILS,0,פטור ממכרז,הזמנה,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120111,הוצאות מחשוב,4501041020,הזמנת משטחי חתימה מסוג ווליטו וואקום,03-30-15,,0040992977,"פי.אר.ג'י. טכנולוגיות ואחזקות בע""מ",65910.78,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501041020,הזמנת משטחי חתימה מסוג ווליטו וואקום,03-30-15,,0040992977,"פי.אר.ג'י. טכנולוגיות ואחזקות בע""מ",778.05,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501041698,ריהוט מנהל אכיפה וזרים,04-01-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",12203.15,ILS,12261.35,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501041834,מינוי שר ממונה על פניות השוהים בחולות,04-01-15,12-31-16,0041048391,שרעבי אריה,142293.76000000001,ILS,0,תקנה 5(ג)(4) - התקשרות עם מומחה - מינוי לועדה ציבורית/בורר/מ,מינוי שר הפנים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501041962,רכישת מקרנים מנהל אכיפה,04-01-15,,0040372751,"אי.וי. קום בע""מ",3270.02,ILS,3270.02,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501042218,שירותי חניה מרחב חיפה,04-02-15,,0041005433,"קאליפרט מנג'מנט בע""מ",46800.35,ILS,46800.35,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501042261,תיקון מדפסות,04-02-15,,0040001244,"דנגוט מחשבים בע""מ",2974.14,ILS,2949.02,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501042601,ציוד משרדי עבור לשכת האוכלוסין בבאר שבע,04-12-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",5874.96,ILS,5874.98,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501043054,מוצרי חשמל - ציוד משקי,04-13-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1775.9,ILS,1775.9,תקנה 1ב - מכרז פומבי רגיל,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501043199,עיצוב כרטיסים לנושאי נשק ארגוני,04-13-15,,0040001385,"קומפיוטרגרד טכנולוגיות 1995 בע""מ",620.1,ILS,312.7,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501043613,"תחזוקת מערכת מחשוב נתב""ג",04-13-15,,0040565726,"ע.מ.י.ק. עבודות מכניקה עדינה בע""מ",23492.83,ILS,15859.2,פטור ממכרז,0,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501043637,פינת יזכור ליום השואה ויום הזכרון לחיילי מערכות,04-13-15,,0040238786,גאריביאן גרשון,755.2,ILS,755.2,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501043872,הוצאות ועד בית,04-14-15,,0040003344,"מ.י.ע.ב נכסים בע""מ",11864.9,ILS,11864.9,פטור ממכרז,ספק יחיד,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501044018,ציוד משקי,04-14-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",7713.83,ILS,7664.69,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501044064,קורס הכשרה מסלול קידום,04-14-15,,0010000020,משרד ראש הממשלה,3000,ILS,3000,אחר,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501044072,פינוי עובדים ושוהים בלתי חוקיים,04-14-15,,0040003474,מגן דוד אדם,50000,ILS,4542.2,פטור ממכרז,פינוי עובדים ושוהים בלתי חוקיים,תקנה 3(7) - תאגיד שהוקם בחוק,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501044081,ציוד משרדי עבור לשכת האוכלוסין בתל אביב,04-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1885.14,ILS,1841.15,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501044082,קורס הכנה לפרישה,04-14-15,,0010000020,משרד ראש הממשלה,7200,ILS,7200,אחר,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501044563,"הזמנת דפי נייר לאשכול נתב""ג",04-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3528.67,ILS,3528.67,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501044699,יום עיון,04-15-15,,0010000020,משרד ראש הממשלה,300,ILS,300,אחר,הזמנה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501044959,הזמנת דפי נייר לאשכול דרום,04-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",705.73,ILS,705.73,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501045070,מכרז חשכל,04-15-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",10875.46,ILS,10968.41,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501045255,"ציוד משרדי מתש ת""א",04-16-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",5587.07,ILS,5587.06,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501045368,יום עיון,04-16-15,04-30-15,0040010590,"מועב שרותי מזון בע""מ",3853.36,ILS,3082.87,פטור ממכרז,הזמנה,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501045407,תשתיות חשמל ותקשורת,04-16-15,,0040292987,"החברה לניהול קריית הממשלה רמלה בע""מ",7820.62,ILS,0,תקנה 14ב - מכרז מרכזי,חוזה מינהל הדיור הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501045418,ריהוט ללשכת מינהל אוכלוסין,04-16-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",19743.57,ILS,8201.39,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501045433,יום עיון,04-16-15,,0040005255,"לשכת טכנולוגיית המידע בישראל ע""ש של",2300,ILS,2300,פטור ממכרז,הזמנה,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501045448,שרותי נקיון במעבר קלנדיה,04-16-15,,0040209444,"פרח השקד בע""מ",21957.72,ILS,22098.48,פטור ממכרז,אישור מינהל הדיור,תקנה 3(28) - נסיבות מיוחדות,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501045702,תוספת תשתית,04-19-15,,0040004927,"מחצית היובל בע""מ",1194.23,ILS,1194.23,תקנה 14ב - מכרז מרכזי,מכרז של מינהל הדיור,,לא
