שם חברה,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,סיבת פטור,"מס' פנייה במנו""ף/מנור""",הזמנה רגישה
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501050392,"תחזוקה מכונות ביול לשכות הוצל""פ",04-29-15,,0041049139,"אי.או.אס פתרונות משרד מתקדמים בע""מ",12542.4,ILS,12649.6,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501050806,ביטוחים,04-30-15,,0040003393,"ענבל חברה לביטוח בע""מ",112299.31,ILS,111728.1,אחר,,,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501050736,נייר A4,04-30-15,,0040001212,"שחר - מוצרי נייר בע""מ",6171.98,ILS,6224.74,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051470,"הזמנת מסגרת קרגלים למחוז צפון, מחצית ב' 2015",05-03-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",5528.25,ILS,5575.5,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051592,הרצאה סיור עובדים אילת 2015,05-03-15,,0041131030,אופק כנפו קרן,3000,ILS,3000,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051652,"השלמת ציוד משרדי עבור חיפה, רבעון ב' 2015",05-03-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",362.61,ILS,365.71,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051429,"טונרים מג""ק, רבעון ב' 2015",05-03-15,,0040001244,"דנגוט מחשבים בע""מ",1089.3599999999999,ILS,1169.6600000000001,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051434,"טונרים מג""ק, רבעון ב' 2015",05-03-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",1593.52,ILS,1820,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051437,"טונרים מג""ק, רבעון ב' 2015",05-03-15,,0040001244,"דנגוט מחשבים בע""מ",1367.22,ILS,1559.79,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051489,נייר A4 אקולוגי -מחוז דרום,05-03-15,,0040001103,קרביץ (1974) בעמ,40101.75,ILS,28311.14,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051344,"ציוד משרדי מג""ק, רבעון ב' 2015",05-03-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4100.4399999999996,ILS,4135.47,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501051458,"קרגלים עבור המטה, רבעון ב' 2015",05-03-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",221.13,ILS,223.02,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550115,השתתפות במשרדי הממשל,4501051295,"שכירת רכבים ביקורת אגף הוצל""פ ארצי",05-03-15,,0010000193,מינהל הרכב הממשלתי,1600,ILS,80,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501052300,"עציצים לטיהור אויר הוצל""פ עכו",05-04-15,,0040304616,די-נור ברק בצלאל,9360,ILS,9440,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501051959,רכישת קלטות גיבוי וניקוי LTO,05-04-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",10723.29,ILS,10814.94,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501052379,מדבקות לקלטות גיבוי LTO4/6,05-05-15,,0040004149,י א מיטווך ובניו בעמ,748.8,ILS,755.2,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501053198,רכישת מחשבים וציוד היקפי,05-06-15,,0040321702,"תים נטקום בע""מ",28966.73,ILS,25886.75,תקנה 14ב - מכרז מרכזי,,553417,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501053243,"רכישת צורב DVD - הוצל""פ חיפה",05-06-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",39.82,ILS,40.159999999999997,תקנה 14ב - מכרז מרכזי,,553417,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501054590,"תשתיות תקשורת פאסיבית הוצל""פ ת""א",05-10-15,,0040001165,"בינת יישום מערכות בע""מ",14996.17,ILS,0,תקנה 14ב - מכרז מרכזי,,516787,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501055379,מעטפות מנהלת הגבייה,05-11-15,,0010000173,המדפיס הממשלתי,2730,ILS,2730,פטור ממכרז,תקנה 3(5) - חברה ממשלתית,חברה ממשלתית,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501054863,פינוי אמבולנס,05-11-15,,0040003474,מגן דוד אדם,399,ILS,399,אחר,,,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501055938,"מאגר מידע ""בזק ביטחון"" לחוקרים מ.ג.ק",05-13-15,,0040001591,"בזק החברה הישראלית לתקשורת בע""מ",4461.8500000000004,ILS,28.26,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501056351,"ציוד משרדי - גב""ק רבעון ב 2015 - השלמה",05-13-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",795.6,ILS,802.4,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501056476,הדרכת עובדים,05-14-15,,0040004814,"מישלב קורסים בע""מ",3416.8,ILS,3446,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501056500,הדרכת עובדים,05-14-15,,0010000020,משרד ראש הממשלה,7500,ILS,7500,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501056574,הובלת מחשב מירושלים לרמלה,05-14-15,,0040564788,קרז'נר מקסים,994.5,ILS,1003,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501056585,ריהוט עבור אכלוס מסלול מקוצר+ מנהלת הגבייה,05-14-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",110308.44,ILS,53951.63,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501057429,אוגדן נהלים מחלקת רשמים,05-17-15,,0040017341,"סקורפיו 88 (שירותי משרד) בע""מ",9911.07,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501057390,הדרכת עובדים,05-17-15,,0040133220,"המכללה להשגים בע""מ",2310.75,ILS,2330.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501057559,מרצים לחט' הרשמים,05-17-15,,0040541917,"מזור - בית הלחמי, חברת עורכי דין",996.61,ILS,1005.12,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501057334,רכישת מטען למחשב נייד HP640,05-17-15,,0040004149,י א מיטווך ובניו בעמ,263.25,ILS,265.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501057463,"תשלום חד-פעמי עבור התקנת מרכזיה הדר דפנה ת""א",05-17-15,,0040004770,"בזק בינלאומי בע""מ",9360,ILS,9440,תקנה 14ב - מכרז מרכזי,,537984,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501058000,"נייר הוצל""פ חיפה, מחצית ב' 2015",05-18-15,,0040001212,"שחר - מוצרי נייר בע""מ",66863.16,ILS,59435.040000000001,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501057597,שיפוץ מטבחון הוצלפ עכו,05-18-15,,0040004217,ת.ד.ל בעמ,1770,ILS,1770,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501059156,"ריהוט הוצל""פ רחובות",05-20-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",5133.59,ILS,5177.46,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501059013,רכישת קלטות גיבוי LTO6,05-20-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4276.3500000000004,ILS,4312.8999999999996,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501059802,דמי מנוי מחירון רכב,05-21-15,,0040003341,"הוצאת תעבורה וסקרים (1995) בע""מ",515.6,ILS,520,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501059762,הכשרת עובדים,05-21-15,,0040005255,"לשכת טכנולוגיית המידע בישראל ע""ש של",4600,ILS,4600,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501059793,הסעה קורס מומחה מסלול מקוצר 06/2015,05-21-15,,0040010480,"מסיעי אריה שאשא בע""מ",1437.51,ILS,1449.8,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501059821,סבסוד סיור עובדים,05-21-15,,0040281541,"אורטל תיירות ונופש בע""מ",8181.05,ILS,5045.1099999999997,תקנה 14ב - מכרז מרכזי,,553647,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501060212,מתכלים למכונות ביול - מאי 2015,05-25-15,,0041049139,"אי.או.אס פתרונות משרד מתקדמים בע""מ",26065.26,ILS,26288.04,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501060399,מתכלים למכונות ביול - מאי 2015,05-25-15,,0041097839,"גטר גרופ בע""מ",29147.040000000001,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,564846,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501060419,"קרגלים עבור מג""ק",05-25-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1326.78,ILS,1338.12,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501060640,חניה חיפה,05-26-15,,0040579608,"חברת כיכר כיאט (2012) בע""מ",150930,ILS,0,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501060752,חניות מינהלת הגביה והמסלול המקוצר,05-26-15,06-30-16,0041060835,נכסי יהונתן ויונה ירושלים,69498,ILS,15037.25,תקנה 1ב - מכרז פומבי רגיל,,98,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501060511,רכישת מיכל עודפים למדפסת,05-26-15,,0040001244,"דנגוט מחשבים בע""מ",72.52,ILS,82.26,תקנה 14ב - מכרז מרכזי,,543274,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501060914,"שירות ייעוץ, פיקוח וליווי פרויקטים בתחום הטלפוניה",05-27-15,06-30-16,0040010536,"אגינקס תקשורת ומחשוב בע""מ",208254.9,ILS,39951.26,תקנה 1ב - מכרז פומבי רגיל,,530932,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061430,"שכ""ד טבריה 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,90843.48,ILS,90042.71,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061426,"שכ""ד כפ""ס 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,1410336,ILS,1487526.04,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061431,"שכ""ד מנהלת הגביה 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,167363.34,ILS,131377.64000000001,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061429,"שכ""ד נצרת 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,1059168,ILS,1125537.58,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061421,"שכ""ד נתניה 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,1279356,ILS,1344360.99,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061424,"שכ""ד פ""ת 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,666086.40000000002,ILS,676024.84,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061428,"שכ""ד צפת 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,484498.56,ILS,517289.06,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501061432,"שכ""ד ראשל""צ 2015",05-27-15,,0010000192,מינהל הדיור הממשלתי,590746.72,ILS,603006.81000000006,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501062228,ארוחת צהריים,05-31-15,,0040572583,"ספיישל קופי ניהול מסעדות בע""מ",862.29,ILS,869.66,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501062389,הדרכת עובדים,05-31-15,,0040005307,אזרד יורם,1391.18,ILS,1403.07,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501062551,מונית למרצה,05-31-15,,0040228339,"בון תור בע""מ",269.35000000000002,ILS,271.64999999999998,תקנה 14ב - מכרז מרכזי,,537423,לא
