שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים"
2004,C0034010225,אבטחת השר,600,
2004,C0037010111,"העסקת סטודנטים בנתב""ג",450,
2004,C0040030103,שעות נוספות,3995,
2004,C0040030104,אחזקת רכב ונסיעות,15519,
2004,C0040030105,אחזקת רכב ממשלתי,2374,
2004,C0040030106,כוננויות,2774,
2004,C0040030107,שכר עידוד,4311,
2004,C0040030108,נלוות לשכר,836,
2004,C0040030109,גמלאי הרכבת,883,
2004,C0040030111,"נסיעות לחו""ל",297,
2004,C0040030112,תפעול,15974,
2004,C0040030113,ביטחון ואבטחה,6650,
2004,C0040030114,שיפוץ משרדים,850,
2004,C0040030115,חקירת תאונות,300,
2004,C0040030116,שירותי ביקורת-מבקר,143,
2004,C0040030117,השתתפות במרכז אנרגיה,782,
2004,C0040030118,מענה קולי,1855,
2004,C0040030119,דמי שימוש ממשלתיים,7926,
2004,C0040030120,שכר דירה,11832,
2004,C0040030121,ועדת מוניות - מינהל,570,
2004,C0040030124,הכנסות מגורמי חוץ,-400,
2004,C0040030126,השתתפות משרד הפנים,-300,
2004,C0040030127,השתתפות באוצר - מחשוב,140,
2004,C0040030201,השתתפות משרדי הממשלה,-1027,
2004,C0040030202,הכנסות מגורמי חוץ,-16000,
2004,C0040030203,חברת דרך ארץ - פיתוח,800,
2004,C0040030204,הכנסות מחברת דרך ארץ,-800,
2004,C0040030205,"מיגנוט, הנפקה ומשלוח",19600,
2004,C0040030206,מיכון ומחשוב,7800,
2004,C0040030207,השתתפות במידע זמין,1792,
2004,C0040030301,בוחני נהיגה,23373,
2004,C0040030302,הכנסות מגורמי חוץ,-2000,
2004,C0040030401,"שיא כ""א",4493,
2004,C0040030402,"עב""צ",2261,
2004,C0040030403,שעות נוספות,420,
2004,C0040030404,אחזקת רכב ונסיעות,700,
2004,C0040030405,תפעול שוטף,6660,
2004,C0040030406,תפעול מרכזי,8390,
2004,C0040030407,"נסיעות לחו""ל",180,
2004,C0040030408,הכנסות מגורמי חוץ,-22000,
2004,C0040030410,"נסיעות לחו""ל במימון",100,
2004,C0040060101,"שיא כ""א",8363,
2004,C0040060102,"עב""צ",1715,
2004,C0040060103,שעות נוספות,493,
2004,C0040060104,אחזקת רכב ממשלתי,200,
2004,C0040060105,הכנסות מגורמי חוץ,-2600,
2004,C0040060106,השתתפות משרדי ממשלה,-500,
2004,C0040060107,תפעול שוטף,3514,
2004,C0040060109,כוננויות,98,
2004,C0040060111,"נסיעות לחו""ל",44,
2004,C0040060112,אחזקת רכב ונסיעות,1301,
2004,C0040600101,רזרבה להתייקרויות שכר,3980,
2004,C0040600102,רזרבה לשמירת יעד,2549,
2004,C0040600103,"רזרבה להתייקרויות מט""ח",18,
2004,C0051020101,שכר דירה של משרדי,388550,
2004,C0051020102,השתתפות המשרדים,-394417,
2004,C0051020103,הכנסה מגורמי חוץ,-13854,
2004,C0070700603,"ראש שטח, פיתוח תשתיות",16150,
2004,C0079300201,י-ם-פיתוח כבישים,20500,
2004,C0079300202,"ת""א-פיתוח כבישים (עד",16500,
2004,C0079300203,חיפה-פיתוח כבישים (עד,7000,
2004,C0079300204,מרכז-ערים אחרות-פיתוח,41600,
2004,C0079300205,צפון-ערים אחרות-פיתוח,14100,
2004,C0079300206,דרום-ערים אחרות-פיתוח,11200,
2004,C0079300207,מודיעין-פיתוח כבישים,2800,
2004,C0079300208,כביש 20-מחלף יוספטל,8800,
2004,C0079300209,כביש 20-מחלף וולפסון,9730,
2004,C0079300210,כביש 20-קטע וולפסון,69500,
2004,C0079300212,כביש 20-איילון צפון,32000,
2004,C0079300213,דרום הקריה,20000,
2004,C0079300214,"מחלף משה סנה בת""א",13000,
2004,C0079300215,גשר מבצע קדש,5000,
2004,C0079300216,אם המושבות בבני ברק,10000,
2004,C0079300217,צ גלילות-כביש 2 לכביש,10000,
2004,C0079300218,השת' במתחם הבורסה,8000,
2004,C0079300223,י-ם-כביש הר הצופים,8000,
2004,C0079300225,י-ם-כביש 9,60000,
2004,C0079300227,חיפה-דרך הקישון-שלב א',45000,
2004,C0079300228,"חיפה,פל ים-מגינים",5000,
2004,C0079300229,"חיפה, יששכר-אחי אילת",2000,
2004,C0079300230,"חיפה, דרך עכו-שד' י-ם",1000,
2004,C0079300231,"חיפה, אלנבי-ההגנה",2000,
2004,C0079300233,חיפה-מחלף הצ'ק פוסט,1000,
2004,C0079300234,מנהרות הכרמל-חיבורים,50000,
2004,C0079300235,"חיפה, אבן גבירול",7000,
2004,C0079300236,"עכו, רח' רמז-שלב א'",10000,
2004,C0079300237,"עוקף קריות, חיפה",7000,
2004,C0079300238,החזר הלוואה כרמלית,9000,
2004,C0079300239,"חולון, גשר שד' י-ם",8000,
2004,C0079300241,מגזרי,87500,
2004,C0079300242,בטיחות-שיפור צמתים,18000,
2004,C0079300243,בטיחות,46000,
2004,C0079300245,קרן המאצ'ינג,16000,
2004,C0079300246,ניהול ובקרת תנועה,5800,
2004,C0079300249,צוותי תוכניות אב,5500,
2004,C0079300250,"ניהול, תכנון וסקרים",15855,
2004,C0079300252,"השתתפות בלמ""ס",349,
2004,C0079300253,אחזקת האיילון,8500,
2004,C0079300254,השת' במינהל התכנון -,145,
2004,C0079300255,לה-גרדיה,20000,
2004,C0079300256,רח' שלבים,1000,
2004,C0079420101,עכו העתיקה,2500,
2004,C0079420102,מעגנות,345,
2004,C0079420103,תוכניות אב,1600,
2004,C0079420104,מנחתים,2000,
2004,C0079420105,"שד""ת חיפה",3000,
2004,C0079420106,מיפוי שדות תעופה,300,
2004,C0079420107,"רזרבה השת' במפ""י",400,
2004,C0079420108,"התכנות כלכלית, בקרה",5400,
2004,C0079420109,קידום פרויקטי PPP,1600,
2004,C0079430101,רזרבה לעמידה ביעדי,161833,
2004,C0094020122,הפרשה לפנסיה ופיצויים,21763,
2004,C0094710120,העברת הכנסות ממקרקעין,3327,
2004,C0094720107,העברות מתאגיד למימון,5702,
2004,C0094720110,העברת חסכונות בשכר,2437,
2004,C0094720120,העברת הכנסות ממקרקעין,538,
2004,C0094730120,העברת הכנסות ממקרקעין,2084,
2004,C0094740120,העברת הכנסות ממקרקעין,887,
2004,C0094750120,העברת הכנסות ממקרקעין,3220,
2004,C0094760120,העברת הכנסות ממקרקעין,1244,
2004,C0094770120,העברת הכנסות ממקרקעין,1381,
2005,C0000010304,הכנסות משוק ההון,4000000,
2005,C0002030605,נסיעות מיוחדות לשומרים,340,
2005,C0002040101,רזרבה,24000,
2005,C0002050101,תוספת מבנה,1000,
2005,C0002050106,הקמת מרכז מבקרים,1000,
2005,C0002050107,ככר הכנסת,1500,
2005,C0002050110,ארגון האגף הקיים,3000,
2005,C0002050111,חניות בחניון הלאום,2000,
2005,C0004012001,שכר דייני גיור,3184,
2005,C0004012002,"כ""א מנהלי",1600,
2005,C0004012003,תפעול,2356,
2005,C0004040101,רזרבה לפעולות,36604,
2005,C0004040102,רזרבה כח אדם,3448,
2005,C0004040114,רזרבה להוצאות רכב,394,
2005,C0004040115,רזרבה לשעות נוספות,194,
2005,C0004040133,רזרבה לעמידה ביעד,1014,
2005,C0004061011,פיצוי בגין בית המגורים,789470,
2005,C0004061016,תמריץ אזורי עדיפות,52000,
2005,C0004061017,מענק שיפוי מס רכישה,4000,
2005,C0004061110,דמי הסתגלות,114000,
2005,C0004061111,קופות גמל בגין הסתגלות,8000,
2005,C0004061112,גמול פרישה,3200,
2005,C0004061113,קופות גמל - גמול פרישה,800,
2005,C0004061211,פיצוי חקלאים - פיננסי,40000,
2005,C0004061212,פיצוי חקלאים - נכסי,160000,
2005,C0004061213,פיצוי עסקים - פיננסי,210000,
2005,C0004061214,פיצוי עסקים - ניכסי,210000,
2005,C0004061401,השתתפות בביטחון פנים,738000,
2005,C0004061402,השתתפות במשרד הביטחון,1290000,
2005,C0004061403,השתתפות במשרד המשפטים,28000,
2005,C0004080601,השתתפות בתקציב מועצת,214,
2005,C0004080602,מועצת בתי עלמין תל רגב,1210,
2005,C0004080603,פתוח בתי עלמין,9242,
2005,C0004080604,פיתוח חלקות למסופקים,854,
2005,C0004080605,מיפוי בתי עלמין,238,
2005,C0004080606,פיתוח בית עלמין תל רגב,3256,
2005,C0004080608,"פס""ח",206,
2005,C0004090805,רזרבה לעמידה ביעד,364,
2005,C0007029901,רזרבה לעמידה ביעד,65176,
2005,C0012200101,רזרבה להתיקרויות שכר,306450,
2005,C0013012002,פעילות יום ו' לגמלאים,744,
2005,C0015010215,יעודה להיוונים,194254,
2005,C0020240520,זכויות התלמיד,800,
2005,C0020241249,תוכניות פנאי לנכים,5000,
2005,C0020260569,חנוך מוסיקלי,102,
2005,C0020260956,השתתפות משרד הקליטה,-12400,
2005,C0020260980,הכנסות בגין הזנת,-90000,
2005,C0020260981,בדואים צפון - החלטת,798,
2005,C0020260983,בדואים דרום - החלטת,1994,
2005,C0020262041,גידול טבעי,166100,
2005,C0020280190,אחזקת רכב ונסיעות,11994,
2005,C0020330101,שיא כח אדם,35256,
2005,C0020330103,שעות כוננות,6208,
2005,C0020330106,עבודה בלתי צמיתה חודשי,9012,
2005,C0020330109,אחזקת רכב,12016,
2005,C0020330111,קנית שרותי כח אדם,8932,
2005,C0020330201,הפקת תוכניות,3974,
2005,C0020330202,רכש הפקות חוץ,2092,
2005,C0020330203,רכש סרטים,1164,
2005,C0020330404,אחזקה ותפעול,8670,
2005,C0020330455,השתתפות במשרד האוצר,278,
2005,C0020330459,"תשלומי מע""מ",12416,
2005,C0023011925,אבטחת השר,950,
2005,C0023011999,"הכנת משכורות ע""י מל""ם",1634,
2005,C0023085592,"נופשונים (24,000 לינות)",4881,
2005,C0023085640,קניית שירותי טיפול,3378,
2005,C0023090209,רזרבה לעמידה ביעד ההוצא,104910,
2005,C0024102107,חודשי עבודה אחיות,6422,
2005,C0024130607,"תור, רופאים",4842,
2005,C0024130608,כוננ' רופאים,9802,
2005,C0024131607,תור' רופאים,5704,
2005,C0024131608,כוננויות רופאים,10822,
2005,C0024132107,תור' רופאים,6790,
2005,C0024132108,כוננ' רופאים,12344,
2005,C0024132607,תור' רופאים,2392,
2005,C0024132608,כוננ' רופאים,5320,
2005,C0024135607,תורנויות רופאים,346,
2005,C0026060114,יעודה למניעת זיהום ים,2024,
2005,C0026060121,שכר דירה,280,
2005,C0029060103,שעות נוספות,21034,
2005,C0029060145,הוצאות פרישה,2024,
2005,C0029060150,אחזקת רכב אישי ושירות,52118,
2005,C0029060162,אחזקת רכב אישי ושרות -,2530,
2005,C0029080501,"השתתפות בלמ""ס",682,
2005,C0029080502,השתתפות במס רכישה-,418,
2005,C0029080503,השתתפות בפרוייקט מרכבה,1354,
2005,C0029080504,השתתפות בממשל זמין,580,
2005,C0029080505,השתתפות במס הכנסה בגין,660,
2005,C0029080506,השתתפות במשרד לבטחון,746,
2005,C0029080507,דמי שימוש ממשלתיים,14776,
2005,C0029080508,השתתפות במינהל הרכב,1364,
2005,C0029080509,שכר דירה,12110,
2005,C0029080510,השתתפות בפרויקט תהילה,510,
2005,C0032080904,תמיכה בספנות,40000,
2005,C0033280501,הוצאות שכר - מרכז,9326,
2005,C0033280579,"נח""ל עירון - הקמה",200,
2005,C0033280580,עתודה לפעולות,414,
2005,C0033280585,הלוואות לתשתית,300,
2005,C0033281702,רכישת יבילים לנגב -,644,
2005,C0033281704,רכב צמוד - נגב,40,
2005,C0033281705,רכישת יבילים לנגב -,2000,
2005,C0033281706,עתודה לרכב צמוד - נגב,266,
2005,C0033281761,אחזקת גנרטור,100,
2005,C0033281790,מענקי הכשרת קרקע,720,
2005,C0033281791,הלוואות לתשתית חקלאות,600,
2005,C0033281808,פרוייקטים חקלאיים,5400,
2005,C0033281810,השתתפות בוחן תהילה,112,
2005,C0033281832,הכנסות ממכירת בתים,-9000,
2005,C0033281838,העברה למשרד השיכון,18000,
2005,C0033281840,הכנסות ממשרד השיכון,-4500,
2005,C0033281853,רכב צמוד מטה,160,
2005,C0033281872,העברה לתקורות ההסתדרות,378,
2005,C0033282103,רזרבה לעמידה ביעד,382,
2005,C0036131003,פעולות שונות ביחסי,198,
2005,C0036131004,תיפעול,38,
2005,C0036131013,פתוח שיטות והדרכה יחסי,200,
2005,C0036131016,מיכון והפצת מידע חוקים,98,
2005,C0036131021,השתתפות בשכר עובדי,554,
2005,C0036131022,השתתפות בתפעול המוסד,588,
2005,C0036131023,השתתפות בשכר בוררים -,86,
2005,C0036131024,הכנסות ההסתדרות במוסד,-120,
2005,C0036131027,מיסי חבר בארגון העבודה,5376,
2005,C0036131113,חקירת אגודות ופירוקים,143,
2005,C0036131116,עידוד ההתארגנות,40,
2005,C0036131117,הכנסות מפרוקים וחקירות,-209,
2005,C0036131118,תפעול ואחזקה,132,
2005,C0036131121,חקר הקואופרציה,86,
2005,C0036131213,שכירת רכב לפיקוח,30,
2005,C0036131214,"טפסי חובה, ספרות",36,
2005,C0036131216,השתלמויות למפקחים,62,
2005,C0036131217,יעוץ מקצועי,70,
2005,C0036131220,מבדקה סביבתית ומכון,150,
2005,C0036131223,תשלומים לבוחנים והסמכה,191,
2005,C0036131224,הכנסה מבחינות ובדיקות,-169,
2005,C0036131301,פעולה מונעת ומחקר,36712,
2005,C0036131303,רזרבה - פעולה מונעת,15618,
2005,C0036131305,פעולות תאום לבטיחות,52,
2005,C0036131306,השתתפות במוסד לבטיחות,222,
2005,C0036131320,השתתפות במנהל התכנון -,966,
2005,C0036131481,תפעול,347,
2005,C0036131482,הכנסה מאגרות מהנדסים,-967,
2005,C0036131483,מיכון רישוי מהנדסים,848,
2005,C0036131484,בחינות מקצועיות,452,
2005,C0036131504,"שכירת רכב, הסברה",280,
2005,C0036141413,"הוצאות מפקדים, סקרים",132,
2005,C0036141414,תרגילי התייצבות וציוד,94,
2005,C0036141419,שכירת רכב,42,
2005,C0036141420,תשלומי אשל למגוייסים,1624,
2005,C0036141423,"הכנת מטות הפעלה לשע""ח",122,
2005,C0036141427,בדיקות רפואיות לנהגים,28,
2005,C0036141428,"תפעול חוק קבלני כ""א",164,
2005,C0036142213,השתתפות בהחזקת ילדי,648770,
2005,C0036142215,השתתפות בשכר רכזות,1674,
2005,C0036142217,חקירות ובדיקת זכאות,200,
2005,C0036142218,השתתפות בשכר רכזות(80,14989,
2005,C0036142220,תפעול ואחזקה,432,
2005,C0036142221,הכשרת מטפלות - חוץ,2018,
2005,C0036142230,השתתפות משרד הקליטה,-9636,
2005,C0036142231,פרוייקט מעונות באתרי,8308,
2005,C0036142295,השתתפות רשויות מקומיות,-6665,
2005,C0036151701,שיא כח אדם,16270,
2005,C0036151702,עבודה ארעית,3652,
2005,C0036151712,שעות נוספות,586,
2005,C0036151713,הסברה ופרסום (כולל,408,
2005,C0036151714,מחקרים וסקרים,240,
2005,C0036151717,שכר עידוד מאושר -,248,
2005,C0036151718,שכר עידוד מאושר,1002,
2005,C0036151719,כוננויות,1346,
